State,District,GramPanchayat,AuditDate,FinancialYear,SchemeName,WorkType,AuditedBy,TotalExpenditure,MisappropriationAmount,RecoveryAmount,IssuesFound,IssueType,AuditStatus,BeneficiariesCovered,ManDaysGenerated,WagesPaid,MaterialCost,ComplaintsReceived,ActionTaken
Uttar Pradesh,Kanpur,GP_Kanpur_88,23-01-2023,2023-24,PMAY-G,Water Tank,District Audit Unit,858661.33,2357.49,3856.18,2,Wage Delay,ATR Pending,45,6265,396274.38,697579.66,4,Suspended Official
Uttar Pradesh,Lucknow,GP_Lucknow_57,25-10-2023,2024-25,SBM-G,School Building,SAU Team B,519311.86,32375.52,,2,,Pending Recovery,205,4338,732560.77,378342.97,15,Recovery Initiated
Kerala,Thrissur,GP_Thrissur_85,17-12-2022,2023-24,PMGSY,Toilet Construction,SAU Team A,416069.75,60656.2,37222.29,0,Fund Diversion,Closed,453,2806,657168.87,798062.73,24,Suspended Official
Maharashtra,Pune,GP_Pune_63,15-10-2022,2022-23,NSAP,Toilet Construction,District Audit Unit,1713633.37,9363.78,67740.5,11,Ghost Beneficiary,Pending Recovery,430,5800,456144.38,517222.07,22,Recovery Initiated
Andhra Pradesh,Vijayawada,GP_Vijayawada_36,01-09-2023,2024-25,MGNREGA,Toilet Construction,District Audit Unit,549993.96,90442.14,70053.01,10,Material Overbilling,Pending Recovery,316,1739,738106.62,69924.49,5,Recovery Initiated
Tamil Nadu,Coimbatore,GP_Coimbatore_17,17-03-2023,2023-24,SBM-G,Water Tank,District Audit Unit,1249496.84,3319.3,32136.76,11,Incomplete Work,ATR Pending,154,2591,980497.12,652191.47,10,Warning Issued
Maharashtra,Mumbai,GP_Mumbai_69,27-03-2024,2021-22,NSAP,Toilet Construction,SAU Team A,298272.56,101435.88,42557.81,10,Fund Diversion,Under Review,387,5390,964514.9,434640.35,16,Recovery Initiated
Andhra Pradesh,Vijayawada,GP_Vijayawada_50,24-07-2024,2021-22,SBM-G,Road Construction,SAU Team B,982289.19,116442.25,56148.44,4,Wage Delay,Completed,40,6040,447839.7,668895.09,7,Recovery Initiated
Maharashtra,Pune,GP_Pune_64,18-01-2023,2023-24,SBM-G,Road Construction,District Audit Unit,1583770.43,96219.13,67295.52,9,Wage Delay,Completed,356,2368,572662.93,489555.47,14,No Action
Kerala,Ernakulam,GP_Ernakulam_74,01-08-2023,2021-22,PMGSY,Water Tank,District Audit Unit,332965.93,142630.83,15051.87,10,Incomplete Work,Pending Recovery,443,1682,423808.24,394015.29,18,FIR Filed
Rajasthan,Udaipur,GP_Udaipur_69,04-02-2024,2024-25,PMGSY,Toilet Construction,SAU Team A,1744479.36,,27757.52,9,Wage Delay,ATR Pending,282,730,176237.68,143485.71,7,Recovery Initiated
Rajasthan,Jaipur,GP_Jaipur_67,10-12-2023,2024-25,PMAY-G,Toilet Construction,SAU Team B,1898477.83,14949.12,,9,Incomplete Work,Completed,271,6693,268602.63,,9,
Karnataka,Bangalore,GP_Bangalore_43,03-07-2022,2021-22,NSAP,School Building,District Audit Unit,840057.46,84419.33,,9,,Under Review,481,763,823741.19,,6,Warning Issued
Kerala,Ernakulam,GP_Ernakulam_48,10-11-2023,2024-25,MGNREGA,Water Tank,SAU Team A,1044634.92,53840.21,78695.35,6,Ghost Beneficiary,Under Review,341,1729,58498.01,584861.81,24,Recovery Initiated
Tamil Nadu,Chennai,GP_Chennai_56,25-02-2023,2023-24,PMAY-G,Pond Desilting,District Audit Unit,1362663.43,111837.65,55692.25,4,Ghost Beneficiary,Under Review,460,7296,61692.62,,8,Recovery Initiated
Karnataka,Bangalore,GP_Bangalore_46,02-04-2023,2021-22,PMGSY,Road Construction,SAU Team A,1004115.81,101961.08,73309.21,5,Incomplete Work,Closed,464,6244,104443.36,,17,FIR Filed
Kerala,Ernakulam,GP_Ernakulam_59,19-04-2023,2023-24,PMAY-G,Toilet Construction,SAU Team B,1625467.1,56112.11,67436.5,7,Material Overbilling,Pending Recovery,121,3662,461457.98,91907.43,9,No Action
Tamil Nadu,Chennai,GP_Chennai_92,31-03-2022,2024-25,NSAP,Road Construction,District Audit Unit,217214.55,144810.02,56671.27,11,Fund Diversion,Completed,404,6560,855300.84,547007.7,22,FIR Filed
Bihar,Gaya,GP_Gaya_20,07-05-2024,2022-23,PMGSY,Road Construction,District Audit Unit,760856.84,35375.41,74699.54,0,Incomplete Work,Under Review,223,2593,741618.95,353083.98,13,Suspended Official
Kerala,Ernakulam,GP_Ernakulam_61,07-07-2022,2022-23,PMAY-G,School Building,SAU Team B,1813449.05,98334.89,76775.14,3,,Closed,386,7803,529912.24,510931.13,10,Suspended Official
Uttar Pradesh,Lucknow,GP_Lucknow_86,03-09-2023,2024-25,PMGSY,Pond Desilting,SAU Team A,1362189.76,117167.53,12088.81,10,No Muster Roll,Pending Recovery,262,4609,594384.98,209296.17,7,FIR Filed
Uttar Pradesh,Kanpur,GP_Kanpur_78,08-08-2022,2022-23,MGNREGA,Water Tank,SAU Team A,97147.19,27790.23,43249.35,4,,ATR Pending,454,7028,171411.78,81576.38,15,No Action
Karnataka,Bangalore,GP_Bangalore_62,28-06-2023,2021-22,MGNREGA,Pond Desilting,SAU Team A,1438773.87,115280.71,31462.69,7,Ghost Beneficiary,Under Review,406,1407,737801.11,185864.2,10,Warning Issued
Tamil Nadu,Chennai,GP_Chennai_11,25-08-2024,2022-23,NSAP,School Building,SAU Team A,1306898.15,,,9,Material Overbilling,Under Review,104,1153,40068.89,,14,Recovery Initiated
Karnataka,Bangalore,GP_Bangalore_17,22-06-2024,2022-23,PMGSY,Toilet Construction,District Audit Unit,609907.08,14365.18,10446.91,10,Ghost Beneficiary,Under Review,346,6776,669950.04,451383.23,10,Suspended Official
Bihar,Gaya,GP_Gaya_23,12-08-2022,2023-24,PMGSY,School Building,SAU Team B,578743.2,58214.46,77580.8,10,Wage Delay,ATR Pending,430,1649,938884.23,26720.7,5,Suspended Official
Karnataka,Bangalore,GP_Bangalore_35,25-03-2022,2021-22,PMGSY,Pond Desilting,SAU Team A,1913259.53,50847.46,78238.09,2,Incomplete Work,ATR Pending,495,4864,151401.12,378583.75,7,FIR Filed
Maharashtra,Pune,GP_Pune_10,26-01-2022,2022-23,SBM-G,School Building,District Audit Unit,1594729.82,21994.62,15206.83,5,Material Overbilling,Under Review,160,5614,904617.75,265654.24,4,No Action
Rajasthan,Jaipur,GP_Jaipur_7,22-05-2023,2021-22,NSAP,School Building,SAU Team A,351261.81,40951.8,,1,No Muster Roll,Closed,48,3089,586479.31,68192.25,18,Recovery Initiated
Uttar Pradesh,Lucknow,GP_Lucknow_59,16-06-2023,2024-25,MGNREGA,Pond Desilting,SAU Team B,76174.68,123117.37,,11,Ghost Beneficiary,Completed,125,3264,706466.38,508198.53,21,Suspended Official
Andhra Pradesh,Vizag,GP_Vizag_30,12-05-2022,2023-24,PMAY-G,School Building,District Audit Unit,724916.42,66348.66,709.3,2,,ATR Pending,33,4248,904807.5,,6,Warning Issued
Uttar Pradesh,Kanpur,GP_Kanpur_51,01-06-2023,2021-22,MGNREGA,Toilet Construction,SAU Team B,1114425.83,29195.1,52290.92,1,Material Overbilling,Completed,54,1300,653207.76,255078.48,18,FIR Filed
Andhra Pradesh,Vizag,GP_Vizag_44,18-05-2022,2022-23,PMGSY,Pond Desilting,SAU Team A,1283556.87,103702.48,,3,Fund Diversion,Under Review,126,4221,558484.99,123380.53,7,FIR Filed
Tamil Nadu,Coimbatore,GP_Coimbatore_67,13-01-2024,2022-23,MGNREGA,Water Tank,District Audit Unit,465468.07,44920.01,66549.27,11,Material Overbilling,Closed,247,1887,596558.49,420475.53,11,FIR Filed
Kerala,Ernakulam,GP_Ernakulam_69,20-05-2023,2022-23,NSAP,School Building,District Audit Unit,1677865.2,,63549.31,7,Material Overbilling,Under Review,177,5640,903640.35,749387.68,2,No Action
Tamil Nadu,Coimbatore,GP_Coimbatore_70,13-08-2023,2023-24,NSAP,School Building,SAU Team B,532856.83,83033.82,65791.29,5,Wage Delay,Completed,258,2720,936662.11,780632.75,6,
Uttar Pradesh,Lucknow,GP_Lucknow_81,06-08-2024,2024-25,NSAP,School Building,SAU Team B,302033,85518.07,64316.73,3,Incomplete Work,Pending Recovery,206,7737,888107.81,600049.68,12,No Action
Karnataka,Bangalore,GP_Bangalore_27,03-10-2022,2022-23,NSAP,Toilet Construction,SAU Team B,1610801.18,141744.78,19784.14,7,Fund Diversion,Under Review,309,7005,696454.55,,7,No Action
Bihar,Gaya,GP_Gaya_99,20-09-2023,2022-23,PMAY-G,Road Construction,District Audit Unit,1265109.2,45957.16,54373.6,1,Ghost Beneficiary,ATR Pending,339,5656,690299.1,459480.88,15,
Andhra Pradesh,Vijayawada,GP_Vijayawada_15,13-09-2022,2021-22,MGNREGA,Toilet Construction,SAU Team B,867195.63,79438.23,,4,Fund Diversion,ATR Pending,104,1482,421199.1,45486.84,5,No Action
Bihar,Patna,GP_Patna_13,15-06-2022,2024-25,SBM-G,Road Construction,SAU Team A,873833.56,1230.11,29613.07,11,Fund Diversion,Pending Recovery,305,7543,296939.02,413683.56,19,Recovery Initiated
Tamil Nadu,Chennai,GP_Chennai_31,10-07-2022,2022-23,SBM-G,School Building,District Audit Unit,926126.85,51967.7,71414.21,1,Fund Diversion,Under Review,486,2528,303518.23,183323.4,11,Suspended Official
Bihar,Gaya,GP_Gaya_88,18-02-2022,2023-24,SBM-G,School Building,SAU Team A,863904.9,2572.75,54277.49,3,,Pending Recovery,465,2915,467761.09,105249.52,22,FIR Filed
Kerala,Thrissur,GP_Thrissur_76,13-11-2023,2023-24,PMGSY,School Building,SAU Team A,1563986.48,89041.98,59570.52,11,Incomplete Work,Closed,198,6094,687200.75,209021.04,7,No Action
Rajasthan,Jaipur,GP_Jaipur_28,06-07-2022,2023-24,SBM-G,Pond Desilting,SAU Team B,1998761.62,9452.52,36407.17,1,Wage Delay,Closed,71,4144,120497.16,481396.14,14,
Andhra Pradesh,Vijayawada,GP_Vijayawada_60,18-02-2024,2023-24,PMAY-G,Water Tank,SAU Team B,1900284.5,149376.84,,0,Ghost Beneficiary,Completed,19,715,795099.25,577993.21,9,
Andhra Pradesh,Vijayawada,GP_Vijayawada_86,05-11-2022,2024-25,MGNREGA,Road Construction,SAU Team B,578572.83,148535.68,7642.85,8,Wage Delay,Completed,247,2684,220453.08,760805.84,14,FIR Filed
Tamil Nadu,Chennai,GP_Chennai_43,06-08-2023,2024-25,MGNREGA,Road Construction,District Audit Unit,719886.64,143597.53,36075.55,0,Incomplete Work,Under Review,474,5950,125198.39,658307.61,21,
Tamil Nadu,Chennai,GP_Chennai_89,02-03-2022,2021-22,PMAY-G,School Building,SAU Team A,1671616.68,130986.59,27048.53,6,Wage Delay,Closed,12,5083,980490.86,349858.08,11,No Action
Tamil Nadu,Chennai,GP_Chennai_84,29-11-2023,2023-24,MGNREGA,School Building,SAU Team B,1603480.63,83493.59,56784.07,3,Material Overbilling,Completed,412,7583,96017.53,315331.83,6,No Action
Karnataka,Bangalore,GP_Bangalore_36,16-10-2023,2022-23,PMAY-G,Water Tank,SAU Team B,1727721.77,27534.49,17306.32,9,Ghost Beneficiary,Closed,186,2818,754307.05,758158.27,19,FIR Filed
Uttar Pradesh,Kanpur,GP_Kanpur_15,06-01-2023,2024-25,PMAY-G,Pond Desilting,SAU Team B,292785.25,143169.06,76078.27,8,Incomplete Work,ATR Pending,290,7185,400694.07,17742.42,0,Warning Issued
Uttar Pradesh,Kanpur,GP_Kanpur_88,20-06-2022,2021-22,SBM-G,Road Construction,SAU Team A,1367989.18,92642.91,,5,Fund Diversion,Completed,41,5244,21619.44,447969.66,1,FIR Filed
Bihar,Patna,GP_Patna_54,08-02-2022,2021-22,MGNREGA,Water Tank,SAU Team A,58470.93,63430.52,50937.67,1,Incomplete Work,ATR Pending,26,1992,325649.93,343251.02,1,No Action
Bihar,Patna,GP_Patna_73,05-03-2022,2021-22,MGNREGA,Road Construction,SAU Team B,1630415.75,60455.32,53901.11,0,Ghost Beneficiary,Closed,493,6375,459369.61,299140.43,6,No Action
Maharashtra,Pune,GP_Pune_1,18-07-2024,2022-23,SBM-G,Toilet Construction,District Audit Unit,1891301.23,,71055.54,2,Material Overbilling,Closed,152,6398,21670.93,487954.52,7,No Action
Karnataka,Mysore,GP_Mysore_6,03-05-2024,2022-23,SBM-G,Toilet Construction,District Audit Unit,156835.13,,6763.66,6,Wage Delay,Closed,44,4596,485685.38,148381.27,16,Suspended Official
Kerala,Ernakulam,GP_Ernakulam_40,13-03-2023,2024-25,NSAP,Toilet Construction,District Audit Unit,707916.02,87624.26,24413.56,2,,Pending Recovery,139,7139,971903.11,511251.36,21,No Action
Tamil Nadu,Coimbatore,GP_Coimbatore_88,07-10-2023,2023-24,PMAY-G,School Building,SAU Team A,986495.3,103531,74122.54,3,No Muster Roll,Closed,334,4728,338821.27,557088.83,13,FIR Filed
Tamil Nadu,Coimbatore,GP_Coimbatore_21,16-06-2024,2022-23,SBM-G,Toilet Construction,SAU Team B,1548473.41,,25795.3,11,Ghost Beneficiary,Completed,159,1029,948167.42,,19,
Kerala,Thrissur,GP_Thrissur_29,06-10-2023,2021-22,PMAY-G,Water Tank,SAU Team B,362749.06,45297.29,76834.98,5,Material Overbilling,Completed,481,7730,586640.51,612190.95,0,No Action
Maharashtra,Pune,GP_Pune_51,21-05-2023,2024-25,PMGSY,Road Construction,SAU Team A,408552.82,71052.79,,0,Incomplete Work,ATR Pending,416,5915,641206.16,40178.63,15,Suspended Official
Tamil Nadu,Chennai,GP_Chennai_63,02-11-2022,2024-25,SBM-G,Water Tank,District Audit Unit,1728173.41,,53520.88,2,,ATR Pending,30,6772,503246.67,433196.02,0,No Action
Bihar,Gaya,GP_Gaya_87,11-06-2023,2021-22,PMGSY,Pond Desilting,SAU Team B,550786.29,109579.82,50109.15,11,Wage Delay,ATR Pending,14,1308,343046.05,718963.83,9,FIR Filed
Tamil Nadu,Coimbatore,GP_Coimbatore_68,02-01-2024,2022-23,MGNREGA,Pond Desilting,SAU Team B,257572.8,90068.35,23751.35,9,Fund Diversion,Completed,469,5293,744259.58,380257.61,14,No Action
Kerala,Thrissur,GP_Thrissur_22,10-03-2024,2024-25,PMAY-G,Pond Desilting,SAU Team B,536876.76,41915.28,26435.79,0,Ghost Beneficiary,Completed,361,4648,323430.44,,6,Recovery Initiated
Andhra Pradesh,Vizag,GP_Vizag_89,29-08-2022,2022-23,PMGSY,Toilet Construction,District Audit Unit,1883237.69,39483.21,28979.72,10,Ghost Beneficiary,Closed,52,6643,929970.93,557340.23,18,
Kerala,Thrissur,GP_Thrissur_1,12-01-2024,2021-22,MGNREGA,Water Tank,District Audit Unit,1034052.75,68109.3,53055.67,0,Incomplete Work,Under Review,408,6535,420846.58,290811.82,15,No Action
Uttar Pradesh,Kanpur,GP_Kanpur_53,09-06-2022,2021-22,PMGSY,Pond Desilting,District Audit Unit,1247096.89,54898.04,41780.04,2,,Completed,80,404,518501.14,105134.35,0,Suspended Official
Karnataka,Bangalore,GP_Bangalore_29,16-04-2022,2022-23,MGNREGA,School Building,SAU Team B,1203443.59,140309.39,26817.33,1,Incomplete Work,ATR Pending,149,1617,712326.57,746263.58,17,Suspended Official
Tamil Nadu,Coimbatore,GP_Coimbatore_10,14-05-2024,2024-25,NSAP,Water Tank,SAU Team A,1900424.96,139521.08,,1,Fund Diversion,ATR Pending,18,6792,827769.63,432618.33,21,No Action
Maharashtra,Mumbai,GP_Mumbai_44,01-05-2023,2022-23,PMAY-G,Road Construction,SAU Team A,1357189.6,63654.57,27796.62,5,,Under Review,247,2492,279555.35,535999.98,6,Recovery Initiated
Andhra Pradesh,Vijayawada,GP_Vijayawada_41,21-08-2023,2023-24,NSAP,Road Construction,SAU Team B,301558.14,138070.85,64437.9,2,Ghost Beneficiary,ATR Pending,389,3001,40533.13,488285.79,20,Warning Issued
Rajasthan,Jaipur,GP_Jaipur_33,17-03-2023,2023-24,PMAY-G,School Building,District Audit Unit,366431.52,54623.73,11698.58,8,Incomplete Work,Pending Recovery,293,4710,766769.74,544796.77,18,Warning Issued
Rajasthan,Udaipur,GP_Udaipur_34,23-02-2023,2023-24,PMAY-G,Water Tank,SAU Team B,112435.2,132221.22,46556.83,10,Fund Diversion,Closed,34,6330,264490.3,446530.1,17,Recovery Initiated
Karnataka,Bangalore,GP_Bangalore_8,19-07-2023,2023-24,MGNREGA,School Building,SAU Team A,1316545.46,148757.13,78692.86,6,Fund Diversion,Closed,41,7227,969861.02,110658.26,12,FIR Filed
Bihar,Gaya,GP_Gaya_50,06-01-2022,2022-23,PMAY-G,Toilet Construction,District Audit Unit,1348406.26,111978.85,14500.66,5,No Muster Roll,Pending Recovery,223,3236,993757.54,633706.72,3,FIR Filed
Rajasthan,Udaipur,GP_Udaipur_91,21-06-2024,2022-23,SBM-G,School Building,SAU Team A,273916.61,139866.89,14106.47,0,Fund Diversion,Pending Recovery,280,2378,267127.68,631090.57,20,Warning Issued
Andhra Pradesh,Vijayawada,GP_Vijayawada_43,26-06-2022,2023-24,MGNREGA,Toilet Construction,SAU Team B,1064414.74,117219.02,79441.49,11,Ghost Beneficiary,Under Review,258,433,483461.71,315487.11,1,
Kerala,Ernakulam,GP_Ernakulam_93,16-04-2023,2023-24,PMAY-G,Water Tank,District Audit Unit,1554288.48,91955.89,75541.51,10,Wage Delay,Closed,343,785,372282.14,666359.76,20,Suspended Official
Tamil Nadu,Coimbatore,GP_Coimbatore_19,12-04-2022,2021-22,PMGSY,Water Tank,SAU Team A,1074821.86,,1019.12,0,No Muster Roll,ATR Pending,292,7135,296625.65,435934.6,14,No Action
Kerala,Thrissur,GP_Thrissur_57,24-11-2023,2022-23,SBM-G,School Building,SAU Team B,1162392.93,142626.25,22185.84,0,Ghost Beneficiary,Closed,43,717,972893.57,354750.67,23,No Action
Uttar Pradesh,Lucknow,GP_Lucknow_7,23-07-2022,2022-23,NSAP,Road Construction,SAU Team A,1389529.79,81145.88,72837.73,5,Material Overbilling,Pending Recovery,464,6958,769226.23,465462.65,10,Recovery Initiated
Bihar,Patna,GP_Patna_96,02-08-2024,2024-25,PMGSY,Toilet Construction,SAU Team A,1611966.07,,,6,Material Overbilling,ATR Pending,265,1568,64469.71,316686.77,23,Warning Issued
Andhra Pradesh,Vijayawada,GP_Vijayawada_49,27-09-2023,2021-22,SBM-G,School Building,SAU Team B,645244.58,32352.95,9018.98,3,No Muster Roll,Completed,37,5608,362744.8,278395.21,12,Suspended Official
Maharashtra,Pune,GP_Pune_21,09-02-2022,2022-23,PMGSY,Pond Desilting,SAU Team A,1685076.93,135351.91,48067.39,0,,Pending Recovery,103,5490,839126.16,592152.08,11,FIR Filed
Maharashtra,Mumbai,GP_Mumbai_12,25-01-2023,2023-24,NSAP,School Building,SAU Team A,1862380.2,87298.13,22186.74,11,Wage Delay,Completed,254,3527,41805.12,644114.72,23,FIR Filed
Karnataka,Mysore,GP_Mysore_8,11-06-2024,2023-24,MGNREGA,Water Tank,SAU Team A,155241.03,118736.26,63995.85,4,Wage Delay,Pending Recovery,388,3628,987945.21,476849.68,24,FIR Filed
Kerala,Ernakulam,GP_Ernakulam_5,21-02-2022,2023-24,MGNREGA,Toilet Construction,District Audit Unit,793468.15,21624.49,2985.49,9,No Muster Roll,Completed,221,5188,691817.45,,23,FIR Filed
Andhra Pradesh,Vizag,GP_Vizag_68,03-07-2022,2023-24,NSAP,Water Tank,SAU Team B,1375958.17,7999.51,36876.44,10,No Muster Roll,Completed,96,3345,466804.81,87395.58,4,FIR Filed
Kerala,Thrissur,GP_Thrissur_55,23-04-2024,2024-25,MGNREGA,Pond Desilting,District Audit Unit,1458384.73,56422.47,60256.21,10,Incomplete Work,Under Review,365,3684,899991.34,191000.59,6,Suspended Official
Uttar Pradesh,Kanpur,GP_Kanpur_48,18-02-2024,2024-25,NSAP,Road Construction,District Audit Unit,1455302.34,106119.3,46413.75,5,Wage Delay,Completed,230,774,911039.45,,16,No Action
Tamil Nadu,Coimbatore,GP_Coimbatore_38,16-04-2024,2022-23,SBM-G,Toilet Construction,SAU Team B,151571.42,,,0,No Muster Roll,ATR Pending,245,1597,517646.83,385610.51,15,Recovery Initiated
Tamil Nadu,Chennai,GP_Chennai_65,27-06-2024,2021-22,PMAY-G,Water Tank,District Audit Unit,836297.47,5868.72,79313.2,3,Ghost Beneficiary,Pending Recovery,279,4558,277978.78,765315.18,9,Suspended Official
Tamil Nadu,Coimbatore,GP_Coimbatore_22,07-05-2024,2021-22,MGNREGA,Toilet Construction,SAU Team A,644039.87,110157.55,17041.05,4,Material Overbilling,Pending Recovery,374,3756,142025.16,160107.34,17,Recovery Initiated
Bihar,Patna,GP_Patna_28,16-11-2023,2024-25,PMGSY,Pond Desilting,District Audit Unit,1130677.71,113795.64,2759.51,9,Incomplete Work,ATR Pending,125,6730,208535.52,279697.88,15,
Andhra Pradesh,Vijayawada,GP_Vijayawada_30,04-04-2023,2023-24,SBM-G,Toilet Construction,SAU Team B,1420442.49,28439.32,43984.42,5,Ghost Beneficiary,Pending Recovery,368,7521,586740.52,431824.24,16,Warning Issued
Tamil Nadu,Chennai,GP_Chennai_23,07-09-2023,2023-24,NSAP,Pond Desilting,District Audit Unit,1148033.84,73446.63,,5,Fund Diversion,Under Review,298,323,337342.16,104312.97,2,Warning Issued
Kerala,Thrissur,GP_Thrissur_3,28-04-2024,2021-22,PMGSY,Water Tank,District Audit Unit,1501456.84,144827.64,,2,Wage Delay,Under Review,198,4816,235962.3,,19,Suspended Official
Rajasthan,Jaipur,GP_Jaipur_11,21-09-2024,2024-25,PMGSY,Water Tank,SAU Team A,1522407.29,23296.95,45283.81,11,Ghost Beneficiary,Completed,206,1876,176730.46,238520.99,18,FIR Filed
Tamil Nadu,Coimbatore,GP_Coimbatore_82,07-11-2022,2023-24,SBM-G,School Building,District Audit Unit,86188.76,57256.47,31227.19,7,Material Overbilling,Completed,316,4017,415289.83,760473.21,23,Suspended Official
Maharashtra,Pune,GP_Pune_60,17-04-2023,2022-23,MGNREGA,Toilet Construction,SAU Team B,1701107.88,112742.46,54050.22,5,No Muster Roll,Completed,21,3021,582781.36,366190.64,16,Warning Issued
Kerala,Ernakulam,GP_Ernakulam_18,05-05-2023,2023-24,PMGSY,Toilet Construction,District Audit Unit,1322881.52,,46557.58,5,Incomplete Work,Pending Recovery,335,2434,566103.58,587095.13,17,No Action
Andhra Pradesh,Vijayawada,GP_Vijayawada_24,07-11-2022,2023-24,PMGSY,Pond Desilting,SAU Team B,160957.89,31463.78,16750.51,1,No Muster Roll,Pending Recovery,385,3451,674543.48,406959.1,20,Recovery Initiated
Tamil Nadu,Chennai,GP_Chennai_82,14-08-2022,2023-24,MGNREGA,Road Construction,SAU Team A,1566018.98,48970.91,41907.45,2,Material Overbilling,ATR Pending,53,7453,908037.42,451663.5,6,No Action
Tamil Nadu,Coimbatore,GP_Coimbatore_66,14-11-2022,2023-24,MGNREGA,School Building,SAU Team A,1956465.11,6819.69,40519.69,0,Fund Diversion,Under Review,288,5970,655215.97,335695.29,21,Suspended Official
Kerala,Thrissur,GP_Thrissur_2,05-05-2023,2021-22,PMGSY,Pond Desilting,SAU Team A,609862.77,50861.53,,10,,ATR Pending,294,3824,731643.09,425574.46,9,FIR Filed
Rajasthan,Udaipur,GP_Udaipur_54,11-12-2023,2023-24,PMGSY,Water Tank,SAU Team B,349556.18,,44079.62,6,Ghost Beneficiary,Pending Recovery,461,6663,153090.96,48989.69,1,
Tamil Nadu,Coimbatore,GP_Coimbatore_87,08-01-2022,2022-23,SBM-G,Toilet Construction,District Audit Unit,1642696.77,,18621.78,0,,Under Review,408,5441,509699.06,67174.94,21,FIR Filed
Tamil Nadu,Chennai,GP_Chennai_69,12-05-2023,2024-25,NSAP,Pond Desilting,District Audit Unit,1137715.23,10710.18,12316.59,4,Material Overbilling,Closed,446,7028,768375.66,459921.71,24,Warning Issued
Maharashtra,Mumbai,GP_Mumbai_34,05-05-2022,2022-23,NSAP,Pond Desilting,District Audit Unit,1932612.33,129345.49,38723.67,0,No Muster Roll,Closed,354,2523,906057.93,,22,
Maharashtra,Pune,GP_Pune_1,18-03-2024,2024-25,NSAP,Water Tank,SAU Team A,950467.4,32763.47,15923.54,4,Incomplete Work,ATR Pending,324,4133,658103.23,,8,Suspended Official
Karnataka,Bangalore,GP_Bangalore_14,15-07-2023,2023-24,MGNREGA,Pond Desilting,SAU Team A,1180570.69,70179.41,52356.79,9,Fund Diversion,Under Review,173,2703,73533.76,248816.92,18,Suspended Official
Uttar Pradesh,Lucknow,GP_Lucknow_86,11-02-2023,2022-23,PMAY-G,Pond Desilting,SAU Team B,1610703.27,50780.26,31563.14,8,No Muster Roll,Pending Recovery,383,5515,336159.82,,10,Warning Issued
Rajasthan,Udaipur,GP_Udaipur_25,21-12-2022,2021-22,SBM-G,School Building,SAU Team B,1753272.68,97546.07,46962.07,11,Wage Delay,Pending Recovery,457,2276,897526.4,122968.07,10,No Action
Uttar Pradesh,Kanpur,GP_Kanpur_79,14-10-2022,2023-24,PMGSY,Pond Desilting,District Audit Unit,1030428.24,48067.49,62943.37,11,Fund Diversion,Under Review,215,3651,195987.19,732492.98,8,Recovery Initiated
Maharashtra,Pune,GP_Pune_15,03-07-2023,2023-24,SBM-G,Road Construction,SAU Team B,1413456.92,56224.59,72773.2,4,Ghost Beneficiary,ATR Pending,75,4999,976120.4,131417.99,8,Suspended Official
Uttar Pradesh,Kanpur,GP_Kanpur_44,25-08-2022,2023-24,MGNREGA,School Building,SAU Team A,1359343.16,112498.56,18026.95,6,No Muster Roll,Under Review,351,200,582867.97,160046.02,20,FIR Filed
Rajasthan,Udaipur,GP_Udaipur_37,08-09-2024,2021-22,NSAP,Water Tank,District Audit Unit,1014505.13,130781.46,31689.76,9,Material Overbilling,Closed,305,7664,195183.33,307639.88,24,Warning Issued
Rajasthan,Jaipur,GP_Jaipur_57,11-04-2024,2021-22,PMGSY,Toilet Construction,SAU Team A,1485008.87,143119.59,32921.7,0,Ghost Beneficiary,Closed,39,5176,143447.44,785502.61,16,Recovery Initiated
Kerala,Thrissur,GP_Thrissur_71,19-05-2023,2021-22,MGNREGA,Pond Desilting,District Audit Unit,544771.94,46600.28,44836.66,4,Material Overbilling,Pending Recovery,172,4103,552402.48,489774.14,13,Warning Issued
Uttar Pradesh,Kanpur,GP_Kanpur_17,16-06-2023,2024-25,NSAP,Pond Desilting,SAU Team B,1072941.88,7898.36,61932.54,11,Incomplete Work,Pending Recovery,110,6176,324774.81,516478.3,13,Suspended Official
Tamil Nadu,Coimbatore,GP_Coimbatore_77,07-09-2022,2021-22,NSAP,Toilet Construction,District Audit Unit,1517322.53,118996.93,12740.94,4,No Muster Roll,Under Review,427,252,407835.59,,4,Suspended Official
Andhra Pradesh,Vijayawada,GP_Vijayawada_48,17-05-2023,2023-24,PMGSY,Toilet Construction,SAU Team A,1296878.05,56359.09,55906.99,3,Wage Delay,Pending Recovery,493,6978,966412.09,595008.27,17,FIR Filed
Maharashtra,Mumbai,GP_Mumbai_18,05-10-2022,2022-23,PMAY-G,School Building,SAU Team B,1370149.23,23077.51,25243.8,11,Ghost Beneficiary,Under Review,86,1107,365546.7,29135.65,4,No Action
Maharashtra,Pune,GP_Pune_49,05-09-2024,2024-25,NSAP,Water Tank,SAU Team B,132833.59,,18629.12,2,Material Overbilling,Closed,443,184,441561.16,196622.88,17,FIR Filed
Kerala,Ernakulam,GP_Ernakulam_28,31-03-2023,2023-24,PMGSY,Pond Desilting,SAU Team A,444440.5,104383.25,,4,Ghost Beneficiary,Pending Recovery,162,6475,878036.92,22146.74,12,No Action
